set_name,instance_name,nodes,arcs,k_zero,density,scenarios,budget,policies,solver,m_sym,g_sym,subsolver,objective,unbounded,optimal,partition,cuts_rounds,cuts_added,gap,avg_cbtime,avg_sptime,time,empirical_optimal_ratio,empirical_suboptimal_ratio,best_optimal,best_objective
layer,layer-102_5-10_0,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,819.0,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,15450.0,1.0,1.0,819.0,819.0
layer,layer-102_5-10_0,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,863.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-1-1-0-0-0-1-1-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,863.0
layer,layer-102_5-10_0,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,863.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-1-0-0-1-2-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,863.0
layer,layer-102_5-10_1,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,828.0,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,3463.0,1.0,1.0,828.0,828.0
layer,layer-102_5-10_1,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,867.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-1-1-0-0-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,867.0
layer,layer-102_5-10_1,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,841.002149,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-1-1-1-0-2-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,841.0
layer,layer-102_5-10_2,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,832.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,4837.0,1.0,1.0,832.0,832.0
layer,layer-102_5-10_2,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,867.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-1-0-0-1-1-1-0-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,867.0
layer,layer-102_5-10_2,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,841.00499,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-1-1-0-1-2-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,841.0
layer,layer-102_5-10_3,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,821.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,9977.0,1.0,1.0,821.0,821.0
layer,layer-102_5-10_3,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,857.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-1-1-1-0-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,857.0
layer,layer-102_5-10_3,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,856.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-1-1-1-2-2-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,856.0
layer,layer-102_5-10_4,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,833.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,3775.0,1.0,1.0,833.0,833.0
layer,layer-102_5-10_4,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,870.001668,NOT_UNBOUNDED,NOT_OPTIMAL,0-1-0-0-1-0-1-1-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,870.0
layer,layer-102_5-10_4,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,873.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-1-1-2-0-2-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,873.0
layer,layer-102_5-10_5,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,834.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,9447.0,1.0,1.0,834.0,834.0
layer,layer-102_5-10_5,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,864.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-1-0-1-0-0-1-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,864.0
layer,layer-102_5-10_5,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,846.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-1-0-1-0-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,846.0
layer,layer-102_5-10_6,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,815.002598,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,14180.0,1.0,1.0,815.0,815.0
layer,layer-102_5-10_6,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,864.00356,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-1-0-1-0-0-1-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,864.0
layer,layer-102_5-10_6,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,869.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-1-1-2-2-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,869.0
layer,layer-102_5-10_7,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,825.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,6827.0,1.0,1.0,825.0,825.0
layer,layer-102_5-10_7,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,878.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-1-0-1-0-0-1-0-1-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,878.0
layer,layer-102_5-10_7,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,886.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-1-1-0-2-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,886.0
layer,layer-102_5-10_8,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,823.000002,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,12383.0,1.0,1.0,823.0,823.0
layer,layer-102_5-10_8,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,863.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-1-1-0-0-1-1-1-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,863.0
layer,layer-102_5-10_8,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,859.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-1-1-1-0-0-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,859.0
layer,layer-102_5-10_9,102,1640,5,0.16,10,5,1,ENUMERATION,0,-1,NONE,842.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,3510.0,1.0,1.0,842.0,842.0
layer,layer-102_5-10_9,102,1640,5,0.16,10,5,2,ENUMERATION,0,-1,NONE,868.0,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-1-1-0-0-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,868.0
layer,layer-102_5-10_9,102,1640,5,0.16,10,5,3,ENUMERATION,0,-1,NONE,876.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-1-0-2-1-2-1-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,876.0
layer,layer-102_5-15_0,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,832.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,16184.0,1.0,1.0,832.0,832.0
layer,layer-102_5-15_0,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,841.001024,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-1-1-1-0-1-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,841.0
layer,layer-102_5-15_0,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,841.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-1-1-1-2-0-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,841.0
layer,layer-102_5-15_1,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,830.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,21512.0,1.0,1.0,830.0,830.0
layer,layer-102_5-15_1,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,839.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-1-1-0-1-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,839.0
layer,layer-102_5-15_1,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,839.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,839.0
layer,layer-102_5-15_2,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,828.0046110000003,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,9699.0,1.0,1.0,828.0,828.0
layer,layer-102_5-15_2,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,849.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-1-0-1-1-0-1-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,849.0
layer,layer-102_5-15_2,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,847.037736,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-1-0-0-2-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,847.04
layer,layer-102_5-15_3,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,841.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,5715.0,1.0,1.0,841.0,841.0
layer,layer-102_5-15_3,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,857.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-1-0-1-0-1-0-0-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,857.0
layer,layer-102_5-15_3,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,848.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-1-1-0-2-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,848.0
layer,layer-102_5-15_4,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,831.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,15916.0,1.0,1.0,831.0,831.0
layer,layer-102_5-15_4,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,842.0335279999997,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-1-0-1-0-0-1-0-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,842.03
layer,layer-102_5-15_4,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,831.008446,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-1-1-2-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,831.01
layer,layer-102_5-15_5,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,826.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,8728.0,1.0,1.0,826.0,826.0
layer,layer-102_5-15_5,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,838.000033,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-1-0-0-1-0-1-1-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,838.0
layer,layer-102_5-15_5,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,826.0018200000003,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-1-0-0-1-1-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,826.0
layer,layer-102_5-15_6,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,833.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,8897.0,1.0,1.0,833.0,833.0
layer,layer-102_5-15_6,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,847.000041,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-1-1-0-0-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,847.0
layer,layer-102_5-15_6,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,847.000041,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-1-1-0-0-0-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,847.0
layer,layer-102_5-15_7,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,835.0,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,5487.0,1.0,1.0,835.0,835.0
layer,layer-102_5-15_7,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,837.078525,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-1-1-0-0-0-0-1-0-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,837.08
layer,layer-102_5-15_7,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,837.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-1-0-0-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,837.0
layer,layer-102_5-15_8,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,822.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,7062.0,1.0,1.0,822.0,822.0
layer,layer-102_5-15_8,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,844.004429,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-1-0-1-1-1-1-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,844.0
layer,layer-102_5-15_8,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,841.005707,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-1-0-0-0-1-0-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,841.01
layer,layer-102_5-15_9,102,1640,5,0.16,15,5,1,ENUMERATION,0,-1,NONE,838.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,8211.0,1.0,1.0,838.0,838.0
layer,layer-102_5-15_9,102,1640,5,0.16,15,5,2,ENUMERATION,0,-1,NONE,838.009132,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-1-0-0-1-1-1-1-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,838.01
layer,layer-102_5-15_9,102,1640,5,0.16,15,5,3,ENUMERATION,0,-1,NONE,838.0034440000003,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-1-1-0-1-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,838.0
layer,layer-102_5-20_0,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,826.0030889999997,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,18254.0,1.0,1.0,826.0,826.0
layer,layer-102_5-20_0,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,826.008531,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,826.01
layer,layer-102_5-20_0,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,826.0037679999997,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-2-0-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,826.0
layer,layer-102_5-20_1,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,831.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,6560.0,1.0,1.0,831.0,831.0
layer,layer-102_5-20_1,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,838.0000660000003,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-1-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,838.0
layer,layer-102_5-20_1,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,838.0000660000003,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-1-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,838.0
layer,layer-102_5-20_2,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,831.0,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,12103.0,1.0,1.0,831.0,831.0
layer,layer-102_5-20_2,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,831.006803,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-0-1-0-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,831.01
layer,layer-102_5-20_2,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,831.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,831.0
layer,layer-102_5-20_3,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,813.004912,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,13069.0,1.0,1.0,813.0,813.0
layer,layer-102_5-20_3,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,831.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,831.0
layer,layer-102_5-20_3,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,825.00902,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-1-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,825.01
layer,layer-102_5-20_4,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,805.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,10973.0,1.0,1.0,805.0,805.0
layer,layer-102_5-20_4,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,831.0014,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1-0-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,831.0
layer,layer-102_5-20_4,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,831.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2-0-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,831.0
layer,layer-102_5-20_5,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,812.0,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,8369.0,1.0,1.0,812.0,812.0
layer,layer-102_5-20_5,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,812.004835,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-1-0-0-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,812.0
layer,layer-102_5-20_5,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,812.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-0-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,812.0
layer,layer-102_5-20_6,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,827.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,15334.0,1.0,1.0,827.0,827.0
layer,layer-102_5-20_6,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,831.0000200000003,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1-1-0,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,831.0
layer,layer-102_5-20_6,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,831.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,831.0
layer,layer-102_5-20_7,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,836.0,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,10394.0,1.0,1.0,836.0,836.0
layer,layer-102_5-20_7,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,842.0224949999997,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,842.02
layer,layer-102_5-20_7,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,842.0224949999997,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,842.02
layer,layer-102_5-20_8,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,824.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,15904.0,1.0,1.0,824.0,824.0
layer,layer-102_5-20_8,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,828.004458,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,828.0
layer,layer-102_5-20_8,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,828.004458,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,828.0
layer,layer-102_5-20_9,102,1640,5,0.16,20,5,1,ENUMERATION,0,-1,NONE,839.000001,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0,-1.0,0.0,0.0,6467.0,1.0,1.0,839.0,839.0
layer,layer-102_5-20_9,102,1640,5,0.16,20,5,2,ENUMERATION,0,-1,NONE,839.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,839.0
layer,layer-102_5-20_9,102,1640,5,0.16,20,5,3,ENUMERATION,0,-1,NONE,839.000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,0,0,-1.0,0.0,0.0,3600000.0,-1.0,1.0,-1.0,839.0
layer,layer-102_5-5_0,102,1640,5,0.16,5,5,1,MIP,0,-1,NONE,830.0,NOT_UNBOUNDED,OPTIMAL,0-0-0-0-0,0,0,0.0,0.0,0.0,409514.0,1.0,1.0,830.0,830.0
layer,layer-102_5-5_0,102,1640,5,0.16,5,5,2,MIP,0,-1,NONE,877.0000470000001,NOT_UNBOUNDED,NOT_OPTIMAL,0-0-1-1-1,0,0,0.0,0.0,0.0,3600000.0,1.0,1.0,877.02,877.02
layer,layer-102_5-5_0,102,1640,5,0.16,5,5,3,MIP,0,-1,NONE,912.0,NOT_UNBOUNDED,OPTIMAL,0-2-1-2-1,0,0,0.0,0.0,0.0,1567038.0,1.0,1.0,912.0,912.0
layer,layer-102_5-5_0,102,1640,5,0.16,5,5,4,MIP,0,-1,NONE,989.0,NOT_UNBOUNDED,OPTIMAL,0-2-3-1-1,0,0,0.0,0.0,0.0,1016102.0,1.0,1.0,989.0,989.0
layer,layer-102_5-5_0,102,1640,5,0.16,5,5,5,MIP,0,-1,NONE,1076.0,NOT_UNBOUNDED,OPTIMAL,0-4-1-3-2,0,0,0.0,0.0,0.0,2536120.0,1.0,1.0,1076.0,1076.0
